
message,label
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Get thousands of followers overnight! DM us for details.,1
I’m so proud of you for getting the promotion.,0
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Want free samples? Follow us and share this post to claim.,1
Lose belly fat fast with our special diet plan. Click the link to get started!,1
We found a package addressed to you. Click here to confirm your shipping details.,1
The concert last night was amazing. Had a great time!,0
Win a free gym membership! Follow our page and tag two friends to enter.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Exclusive offer: lose 15kg in 1 month with our diet plan. Click the link in our bio.,1
I’m so proud of you for getting the award.,0
Are you free this weekend? Let’s plan a trip.,0
Get 0% interest on personal loans today! Apply now.,1
Get 0% interest on personal loans today! Apply now.,1
Please review the attached proposal and let me know your feedback.,0
Your tax refund is pending. Submit your information here to receive it.,1
Exclusive deal! Buy one get one free on our luxury watch. Limited time offer.,1
I’ll be there in 3:00 PM.,0
Congratulations! You have won a car! Text NOW to 67865 now!,1
Congratulations on your graduation! We are proud of you.,0
URGENT! Your mobile number has been selected to win iPhone. Call 25803 now!,1
My flight has been delayed. I will keep you updated.,0
Get the latest fashion accessories at 80% off! Shop now!,1
Get rich quick! DM us for our secret trading tips.,1
Congratulations! You have been selected to win a luxury vacation to Dubai. Respond with YES to confirm.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Buy one get one free on all items! Use coupon code SAVE50 at checkout.,1
You have been selected to receive a free laptop. Respond now to claim.,1
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Let’s go for a walk this evening. The weather is nice.,0
Can you pick up some milk on your way home?,0
Let’s go for a walk this evening. The weather is nice.,0
I’ll drop by your office at 6:00 PM.,0
I will be late to the office today. Stuck in traffic.,0
Please send me the notes from the meeting.,0
URGENT! Your mobile number has been selected to win gift card worth $500. Call 31255 now!,1
"Win free AirPods! Just follow and DM us ""WIN"" to claim your prize!",1
Please review the attached presentation and let me know your feedback.,0
Win a brand new luxury watch! Reply WIN to enter the lucky draw.,1
We should catch up over coffee sometime soon.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Get thousands of followers overnight! DM us for details.,1
I’ll drop by your office at 3:00 PM.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Low interest rates available for a limited time! Apply for a loan today.,1
Please review the attached report and let me know your feedback.,0
Congratulations on your new baby!,0
Please review the attached report and let me know your feedback.,0
Lunch was great yesterday! Let’s do it again sometime.,0
Confirm your account information to avoid service interruption. Click here to verify.,1
Looking forward to seeing you at the webinar.,0
Join our giveaway for a chance to win a vacation package! Like and share this post.,1
Your mailbox has exceeded its storage quota. Click here to avoid losing emails.,1
Lunch was great yesterday! Let’s do it again sometime.,0
My flight has been delayed. I will keep you updated.,0
Free cruise trip for our first 100 followers! Claim yours now.,1
Just wanted to say thank you for your help earlier.,0
Good luck on your final exam. You’ve got this!,0
Want free samples? Follow us and share this post to claim.,1
Win a free vacation package! Follow our page and tag two friends to enter.,1
Are you free this weekend? Let’s plan a trip.,0
I will call you later this morning.,0
Did you watch the game last night? It was thrilling!,0
The meeting has been moved to 11:00 AM.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Looking forward to our vacation next month!,0
Please review the attached proposal and let me know your feedback.,0
You have been selected for a free vacation package! Reply YES to claim now.,1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Get thousands of followers overnight! DM us for details.,1
Let’s schedule a call to discuss the details of the software development project.,0
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Can you pick up some groceries on your way home?,0
I will be late to the office today. Stuck in traffic.,0
Congratulations on your award! We are proud of you.,0
Looking forward to seeing you at the webinar.,0
I finished reading the book you recommended. It was excellent!,0
I’m so proud of you for getting the graduation.,0
We detected unusual activity on your account. Please update your security information immediately.,1
"Want to make $10,000 per month from home? Send us a message!",1
Looking forward to seeing you at the conference.,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
Win a free cruise trip! Follow our page and tag two friends to enter.,1
Congratulations on your certification! We are proud of you.,0
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Thank you for your quick response.,0
You have been awarded an exclusive membership card. Confirm your details to activate.,1
URGENT! Your mobile number has been selected to win PlayStation. Call 99457 now!,1
Thanks for your assistance with the assignment.,0
Get unlimited access to premium content at 90% discount. Click here to subscribe.,1
I have sent you the files. Please check your email.,0
I’ll be there in 3:00 PM.,0
My flight has been delayed. I will keep you updated.,0
Free cruise trip for our first 100 followers! Claim yours now.,1
"Want to make $10,000 per month from home? Send us a message!",1
Your account has been temporarily suspended due to suspicious login attempts. Click here to verify your account.,1
Confirm your account information to avoid service interruption. Click here to verify.,1
Exclusive deal! Buy one get one free on our smartphone. Limited time offer.,1
Can you pick up some eggs on your way home?,0
We have detected multiple login attempts to your account. Please reset your password using this link.,1
URGENT! Your mobile number has been selected to win gym membership. Call 41392 now!,1
You have been selected for a free smartwatch! Reply YES to claim now.,1
"You have been selected for a $10,000 grant. Apply now to receive the funds.",1
Get free ringtones by subscribing to our premium service! Reply RINGTONE now!,1
